Element Index,Addition Cost,Copy Cost,Total Cost,Amortized Cost
894,1,0,1917,2.1442953020
895,1,0,1918,2.1430167598
896,1,0,1919,2.1417410714
897,1,0,1920,2.1404682274
898,1,0,1921,2.1391982183
899,1,0,1922,2.1379310345
900,1,0,1923,2.1366666667
901,1,0,1924,2.1354051054
902,1,0,1925,2.1341463415
903,1,0,1926,2.1328903654
904,1,0,1927,2.1316371681
905,1,0,1928,2.1303867403
906,1,0,1929,2.1291390728
907,1,0,1930,2.1278941566
908,1,0,1931,2.1266519824
909,1,0,1932,2.1254125413
910,1,0,1933,2.1241758242
911,1,0,1934,2.1229418222
912,1,0,1935,2.1217105263
913,1,0,1936,2.1204819277
914,1,0,1937,2.1192560175
915,1,0,1938,2.1180327869
916,1,0,1939,2.1168122271
917,1,0,1940,2.1155943293
918,1,0,1941,2.1143790850
919,1,0,1942,2.1131664853
920,1,0,1943,2.1119565217
921,1,0,1944,2.1107491857
922,1,0,1945,2.1095444685
923,1,0,1946,2.1083423619
924,1,0,1947,2.1071428571
925,1,0,1948,2.1059459459
926,1,0,1949,2.1047516199
927,1,0,1950,2.1035598706
928,1,0,1951,2.1023706897
929,1,0,1952,2.1011840689
930,1,0,1953,2.1000000000
931,1,0,1954,2.0988184748
932,1,0,1955,2.0976394850
933,1,0,1956,2.0964630225
934,1,0,1957,2.0952890792
935,1,0,1958,2.0941176471
936,1,0,1959,2.0929487179
937,1,0,1960,2.0917822839
938,1,0,1961,2.0906183369
939,1,0,1962,2.0894568690
940,1,0,1963,2.0882978723
941,1,0,1964,2.0871413390
942,1,0,1965,2.0859872611
943,1,0,1966,2.0848356310
944,1,0,1967,2.0836864407
945,1,0,1968,2.0825396825
946,1,0,1969,2.0813953488
947,1,0,1970,2.0802534319
948,1,0,1971,2.0791139241
949,1,0,1972,2.0779768177
950,1,0,1973,2.0768421053
951,1,0,1974,2.0757097792
952,1,0,1975,2.0745798319
953,1,0,1976,2.0734522560
954,1,0,1977,2.0723270440
955,1,0,1978,2.0712041885
956,1,0,1979,2.0700836820
957,1,0,1980,2.0689655172
958,1,0,1981,2.0678496868
959,1,0,1982,2.0667361835
960,1,0,1983,2.0656250000
961,1,0,1984,2.0645161290
962,1,0,1985,2.0634095634
963,1,0,1986,2.0623052960
964,1,0,1987,2.0612033195
965,1,0,1988,2.0601036269
966,1,0,1989,2.0590062112
967,1,0,1990,2.0579110651
968,1,0,1991,2.0568181818
969,1,0,1992,2.0557275542
970,1,0,1993,2.0546391753
971,1,0,1994,2.0535530381
972,1,0,1995,2.0524691358
973,1,0,1996,2.0513874615
974,1,0,1997,2.0503080082
975,1,0,1998,2.0492307692
976,1,0,1999,2.0481557377
977,1,0,2000,2.0470829069
978,1,0,2001,2.0460122699
979,1,0,2002,2.0449438202
980,1,0,2003,2.0438775510
981,1,0,2004,2.0428134557
982,1,0,2005,2.0417515275
983,1,0,2006,2.0406917599
984,1,0,2007,2.0396341463
985,1,0,2008,2.0385786802
986,1,0,2009,2.0375253550
987,1,0,2010,2.0364741641
988,1,0,2011,2.0354251012
989,1,0,2012,2.0343781598
990,1,0,2013,2.0333333333
991,1,0,2014,2.0322906155
992,1,0,2015,2.0312500000
993,1,0,2016,2.0302114804
994,1,0,2017,2.0291750503
995,1,0,2018,2.0281407035
996,1,0,2019,2.0271084337
997,1,0,2020,2.0260782347
998,1,0,2021,2.0250501002
999,1,0,2022,2.0240240240
1000,1,0,2023,2.0230000000
1001,1,0,2024,2.0219780220
1002,1,0,2025,2.0209580838
1003,1,0,2026,2.0199401795
1004,1,0,2027,2.0189243028
1005,1,0,2028,2.0179104478
1006,1,0,2029,2.0168986083
1007,1,0,2030,2.0158887786
1008,1,0,2031,2.0148809524
1009,1,0,2032,2.0138751239
1010,1,0,2033,2.0128712871
1011,1,0,2034,2.0118694362
1012,1,0,2035,2.0108695652
1013,1,0,2036,2.0098716683
1014,1,0,2037,2.0088757396
1015,1,0,2038,2.0078817734
1016,1,0,2039,2.0068897638
1017,1,0,2040,2.0058997050
1018,1,0,2041,2.0049115914
1019,1,0,2042,2.0039254171
1020,1,0,2043,2.0029411765
1021,1,0,2044,2.0019588639
1022,1,0,2045,2.0009784736
1023,1,0,2046,2.0000000000
1024,1,0,2047,1.9990234375
