Element Index,Addition Cost,Copy Cost,Total Cost,Amortized Cost
3674,1,0,7769,2.1145890038
3675,1,0,7770,2.1142857143
3676,1,0,7771,2.1139825898
3677,1,0,7772,2.1136796301
3678,1,0,7773,2.1133768352
3679,1,0,7774,2.1130742049
3680,1,0,7775,2.1127717391
3681,1,0,7776,2.1124694377
3682,1,0,7777,2.1121673004
3683,1,0,7778,2.1118653272
3684,1,0,7779,2.1115635179
3685,1,0,7780,2.1112618725
3686,1,0,7781,2.1109603907
3687,1,0,7782,2.1106590724
3688,1,0,7783,2.1103579176
3689,1,0,7784,2.1100569260
3690,1,0,7785,2.1097560976
3691,1,0,7786,2.1094554321
3692,1,0,7787,2.1091549296
3693,1,0,7788,2.1088545898
3694,1,0,7789,2.1085544126
3695,1,0,7790,2.1082543978
3696,1,0,7791,2.1079545455
3697,1,0,7792,2.1076548553
3698,1,0,7793,2.1073553272
3699,1,0,7794,2.1070559611
3700,1,0,7795,2.1067567568
3701,1,0,7796,2.1064577141
3702,1,0,7797,2.1061588331
3703,1,0,7798,2.1058601134
3704,1,0,7799,2.1055615551
3705,1,0,7800,2.1052631579
3706,1,0,7801,2.1049649217
3707,1,0,7802,2.1046668465
3708,1,0,7803,2.1043689320
3709,1,0,7804,2.1040711782
3710,1,0,7805,2.1037735849
3711,1,0,7806,2.1034761520
3712,1,0,7807,2.1031788793
3713,1,0,7808,2.1028817668
3714,1,0,7809,2.1025848142
3715,1,0,7810,2.1022880215
3716,1,0,7811,2.1019913886
3717,1,0,7812,2.1016949153
3718,1,0,7813,2.1013986014
3719,1,0,7814,2.1011024469
3720,1,0,7815,2.1008064516
3721,1,0,7816,2.1005106154
3722,1,0,7817,2.1002149382
3723,1,0,7818,2.0999194198
3724,1,0,7819,2.0996240602
3725,1,0,7820,2.0993288591
3726,1,0,7821,2.0990338164
3727,1,0,7822,2.0987389321
3728,1,0,7823,2.0984442060
3729,1,0,7824,2.0981496380
3730,1,0,7825,2.0978552279
3731,1,0,7826,2.0975609756
3732,1,0,7827,2.0972668810
3733,1,0,7828,2.0969729440
3734,1,0,7829,2.0966791644
3735,1,0,7830,2.0963855422
3736,1,0,7831,2.0960920771
3737,1,0,7832,2.0957987691
3738,1,0,7833,2.0955056180
3739,1,0,7834,2.0952126237
3740,1,0,7835,2.0949197861
3741,1,0,7836,2.0946271051
3742,1,0,7837,2.0943345804
3743,1,0,7838,2.0940422121
3744,1,0,7839,2.0937500000
3745,1,0,7840,2.0934579439
3746,1,0,7841,2.0931660438
3747,1,0,7842,2.0928742994
3748,1,0,7843,2.0925827108
3749,1,0,7844,2.0922912777
3750,1,0,7845,2.0920000000
3751,1,0,7846,2.0917088776
3752,1,0,7847,2.0914179104
3753,1,0,7848,2.0911270983
3754,1,0,7849,2.0908364411
3755,1,0,7850,2.0905459387
3756,1,0,7851,2.0902555911
3757,1,0,7852,2.0899653979
3758,1,0,7853,2.0896753592
3759,1,0,7854,2.0893854749
3760,1,0,7855,2.0890957447
3761,1,0,7856,2.0888061686
3762,1,0,7857,2.0885167464
3763,1,0,7858,2.0882274781
3764,1,0,7859,2.0879383634
3765,1,0,7860,2.0876494024
3766,1,0,7861,2.0873605948
3767,1,0,7862,2.0870719405
3768,1,0,7863,2.0867834395
3769,1,0,7864,2.0864950915
3770,1,0,7865,2.0862068966
3771,1,0,7866,2.0859188544
3772,1,0,7867,2.0856309650
3773,1,0,7868,2.0853432282
3774,1,0,7869,2.0850556439
3775,1,0,7870,2.0847682119
3776,1,0,7871,2.0844809322
3777,1,0,7872,2.0841938046
3778,1,0,7873,2.0839068290
3779,1,0,7874,2.0836200053
3780,1,0,7875,2.0833333333
3781,1,0,7876,2.0830468130
3782,1,0,7877,2.0827604442
3783,1,0,7878,2.0824742268
3784,1,0,7879,2.0821881607
3785,1,0,7880,2.0819022457
3786,1,0,7881,2.0816164818
3787,1,0,7882,2.0813308688
3788,1,0,7883,2.0810454065
3789,1,0,7884,2.0807600950
3790,1,0,7885,2.0804749340
3791,1,0,7886,2.0801899235
3792,1,0,7887,2.0799050633
3793,1,0,7888,2.0796203533
3794,1,0,7889,2.0793357934
3795,1,0,7890,2.0790513834
3796,1,0,7891,2.0787671233
3797,1,0,7892,2.0784830129
3798,1,0,7893,2.0781990521
3799,1,0,7894,2.0779152409
3800,1,0,7895,2.0776315789
3801,1,0,7896,2.0773480663
3802,1,0,7897,2.0770647028
3803,1,0,7898,2.0767814883
3804,1,0,7899,2.0764984227
3805,1,0,7900,2.0762155059
3806,1,0,7901,2.0759327378
3807,1,0,7902,2.0756501182
3808,1,0,7903,2.0753676471
3809,1,0,7904,2.0750853242
3810,1,0,7905,2.0748031496
3811,1,0,7906,2.0745211231
3812,1,0,7907,2.0742392445
3813,1,0,7908,2.0739575138
3814,1,0,7909,2.0736759308
3815,1,0,7910,2.0733944954
3816,1,0,7911,2.0731132075
3817,1,0,7912,2.0728320671
3818,1,0,7913,2.0725510739
3819,1,0,7914,2.0722702278
3820,1,0,7915,2.0719895288
3821,1,0,7916,2.0717089767
3822,1,0,7917,2.0714285714
3823,1,0,7918,2.0711483128
3824,1,0,7919,2.0708682008
3825,1,0,7920,2.0705882353
3826,1,0,7921,2.0703084161
3827,1,0,7922,2.0700287431
3828,1,0,7923,2.0697492163
3829,1,0,7924,2.0694698355
3830,1,0,7925,2.0691906005
3831,1,0,7926,2.0689115114
3832,1,0,7927,2.0686325678
3833,1,0,7928,2.0683537699
3834,1,0,7929,2.0680751174
3835,1,0,7930,2.0677966102
3836,1,0,7931,2.0675182482
3837,1,0,7932,2.0672400313
3838,1,0,7933,2.0669619594
3839,1,0,7934,2.0666840323
3840,1,0,7935,2.0664062500
3841,1,0,7936,2.0661286123
3842,1,0,7937,2.0658511192
3843,1,0,7938,2.0655737705
3844,1,0,7939,2.0652965661
3845,1,0,7940,2.0650195059
3846,1,0,7941,2.0647425897
3847,1,0,7942,2.0644658175
3848,1,0,7943,2.0641891892
3849,1,0,7944,2.0639127046
3850,1,0,7945,2.0636363636
3851,1,0,7946,2.0633601662
3852,1,0,7947,2.0630841121
3853,1,0,7948,2.0628082014
3854,1,0,7949,2.0625324338
3855,1,0,7950,2.0622568093
3856,1,0,7951,2.0619813278
3857,1,0,7952,2.0617059891
3858,1,0,7953,2.0614307932
3859,1,0,7954,2.0611557398
3860,1,0,7955,2.0608808290
3861,1,0,7956,2.0606060606
3862,1,0,7957,2.0603314345
3863,1,0,7958,2.0600569506
3864,1,0,7959,2.0597826087
3865,1,0,7960,2.0595084088
3866,1,0,7961,2.0592343508
3867,1,0,7962,2.0589604344
3868,1,0,7963,2.0586866598
3869,1,0,7964,2.0584130266
3870,1,0,7965,2.0581395349
3871,1,0,7966,2.0578661844
3872,1,0,7967,2.0575929752
3873,1,0,7968,2.0573199070
3874,1,0,7969,2.0570469799
3875,1,0,7970,2.0567741935
3876,1,0,7971,2.0565015480
3877,1,0,7972,2.0562290431
3878,1,0,7973,2.0559566787
3879,1,0,7974,2.0556844548
3880,1,0,7975,2.0554123711
3881,1,0,7976,2.0551404277
3882,1,0,7977,2.0548686244
3883,1,0,7978,2.0545969611
3884,1,0,7979,2.0543254377
3885,1,0,7980,2.0540540541
3886,1,0,7981,2.0537828101
3887,1,0,7982,2.0535117057
3888,1,0,7983,2.0532407407
3889,1,0,7984,2.0529699151
3890,1,0,7985,2.0526992288
3891,1,0,7986,2.0524286816
3892,1,0,7987,2.0521582734
3893,1,0,7988,2.0518880041
3894,1,0,7989,2.0516178737
3895,1,0,7990,2.0513478819
3896,1,0,7991,2.0510780287
3897,1,0,7992,2.0508083141
3898,1,0,7993,2.0505387378
3899,1,0,7994,2.0502692998
3900,1,0,7995,2.0500000000
3901,1,0,7996,2.0497308382
3902,1,0,7997,2.0494618145
3903,1,0,7998,2.0491929285
3904,1,0,7999,2.0489241803
3905,1,0,8000,2.0486555698
3906,1,0,8001,2.0483870968
3907,1,0,8002,2.0481187612
3908,1,0,8003,2.0478505629
3909,1,0,8004,2.0475825019
3910,1,0,8005,2.0473145780
3911,1,0,8006,2.0470467911
3912,1,0,8007,2.0467791411
3913,1,0,8008,2.0465116279
3914,1,0,8009,2.0462442514
3915,1,0,8010,2.0459770115
3916,1,0,8011,2.0457099081
3917,1,0,8012,2.0454429410
3918,1,0,8013,2.0451761103
3919,1,0,8014,2.0449094157
3920,1,0,8015,2.0446428571
3921,1,0,8016,2.0443764346
3922,1,0,8017,2.0441101479
3923,1,0,8018,2.0438439969
3924,1,0,8019,2.0435779817
3925,1,0,8020,2.0433121019
3926,1,0,8021,2.0430463576
3927,1,0,8022,2.0427807487
3928,1,0,8023,2.0425152749
3929,1,0,8024,2.0422499364
3930,1,0,8025,2.0419847328
3931,1,0,8026,2.0417196642
3932,1,0,8027,2.0414547304
3933,1,0,8028,2.0411899314
3934,1,0,8029,2.0409252669
3935,1,0,8030,2.0406607370
3936,1,0,8031,2.0403963415
3937,1,0,8032,2.0401320803
3938,1,0,8033,2.0398679533
3939,1,0,8034,2.0396039604
3940,1,0,8035,2.0393401015
3941,1,0,8036,2.0390763766
3942,1,0,8037,2.0388127854
3943,1,0,8038,2.0385493279
3944,1,0,8039,2.0382860041
3945,1,0,8040,2.0380228137
3946,1,0,8041,2.0377597567
3947,1,0,8042,2.0374968330
3948,1,0,8043,2.0372340426
3949,1,0,8044,2.0369713852
3950,1,0,8045,2.0367088608
3951,1,0,8046,2.0364464692
3952,1,0,8047,2.0361842105
3953,1,0,8048,2.0359220845
3954,1,0,8049,2.0356600910
3955,1,0,8050,2.0353982301
3956,1,0,8051,2.0351365015
3957,1,0,8052,2.0348749052
3958,1,0,8053,2.0346134411
3959,1,0,8054,2.0343521091
3960,1,0,8055,2.0340909091
3961,1,0,8056,2.0338298409
3962,1,0,8057,2.0335689046
3963,1,0,8058,2.0333080999
3964,1,0,8059,2.0330474268
3965,1,0,8060,2.0327868852
3966,1,0,8061,2.0325264750
3967,1,0,8062,2.0322661961
3968,1,0,8063,2.0320060484
3969,1,0,8064,2.0317460317
3970,1,0,8065,2.0314861461
3971,1,0,8066,2.0312263913
3972,1,0,8067,2.0309667674
3973,1,0,8068,2.0307072741
3974,1,0,8069,2.0304479114
3975,1,0,8070,2.0301886792
3976,1,0,8071,2.0299295775
3977,1,0,8072,2.0296706060
3978,1,0,8073,2.0294117647
3979,1,0,8074,2.0291530535
3980,1,0,8075,2.0288944724
3981,1,0,8076,2.0286360211
3982,1,0,8077,2.0283776996
3983,1,0,8078,2.0281195079
3984,1,0,8079,2.0278614458
3985,1,0,8080,2.0276035132
3986,1,0,8081,2.0273457100
3987,1,0,8082,2.0270880361
3988,1,0,8083,2.0268304915
3989,1,0,8084,2.0265730760
3990,1,0,8085,2.0263157895
3991,1,0,8086,2.0260586319
3992,1,0,8087,2.0258016032
3993,1,0,8088,2.0255447032
3994,1,0,8089,2.0252879319
3995,1,0,8090,2.0250312891
3996,1,0,8091,2.0247747748
3997,1,0,8092,2.0245183888
3998,1,0,8093,2.0242621311
3999,1,0,8094,2.0240060015
4000,1,0,8095,2.0237500000
4001,1,0,8096,2.0234941265
4002,1,0,8097,2.0232383808
4003,1,0,8098,2.0229827629
4004,1,0,8099,2.0227272727
4005,1,0,8100,2.0224719101
4006,1,0,8101,2.0222166750
4007,1,0,8102,2.0219615673
4008,1,0,8103,2.0217065868
4009,1,0,8104,2.0214517336
4010,1,0,8105,2.0211970075
4011,1,0,8106,2.0209424084
4012,1,0,8107,2.0206879362
4013,1,0,8108,2.0204335908
4014,1,0,8109,2.0201793722
4015,1,0,8110,2.0199252802
4016,1,0,8111,2.0196713147
4017,1,0,8112,2.0194174757
4018,1,0,8113,2.0191637631
4019,1,0,8114,2.0189101767
4020,1,0,8115,2.0186567164
4021,1,0,8116,2.0184033822
4022,1,0,8117,2.0181501740
4023,1,0,8118,2.0178970917
4024,1,0,8119,2.0176441352
4025,1,0,8120,2.0173913043
4026,1,0,8121,2.0171385991
4027,1,0,8122,2.0168860194
4028,1,0,8123,2.0166335650
4029,1,0,8124,2.0163812360
4030,1,0,8125,2.0161290323
4031,1,0,8126,2.0158769536
4032,1,0,8127,2.0156250000
4033,1,0,8128,2.0153731713
4034,1,0,8129,2.0151214675
4035,1,0,8130,2.0148698885
4036,1,0,8131,2.0146184341
4037,1,0,8132,2.0143671043
4038,1,0,8133,2.0141158990
4039,1,0,8134,2.0138648180
4040,1,0,8135,2.0136138614
4041,1,0,8136,2.0133630290
4042,1,0,8137,2.0131123206
4043,1,0,8138,2.0128617363
4044,1,0,8139,2.0126112760
4045,1,0,8140,2.0123609394
4046,1,0,8141,2.0121107266
4047,1,0,8142,2.0118606375
4048,1,0,8143,2.0116106719
4049,1,0,8144,2.0113608298
4050,1,0,8145,2.0111111111
4051,1,0,8146,2.0108615157
4052,1,0,8147,2.0106120434
4053,1,0,8148,2.0103626943
4054,1,0,8149,2.0101134682
4055,1,0,8150,2.0098643650
4056,1,0,8151,2.0096153846
4057,1,0,8152,2.0093665270
4058,1,0,8153,2.0091177920
4059,1,0,8154,2.0088691796
4060,1,0,8155,2.0086206897
4061,1,0,8156,2.0083723221
4062,1,0,8157,2.0081240768
4063,1,0,8158,2.0078759537
4064,1,0,8159,2.0076279528
4065,1,0,8160,2.0073800738
4066,1,0,8161,2.0071323168
4067,1,0,8162,2.0068846816
4068,1,0,8163,2.0066371681
4069,1,0,8164,2.0063897764
4070,1,0,8165,2.0061425061
4071,1,0,8166,2.0058953574
4072,1,0,8167,2.0056483301
4073,1,0,8168,2.0054014240
4074,1,0,8169,2.0051546392
4075,1,0,8170,2.0049079755
4076,1,0,8171,2.0046614328
4077,1,0,8172,2.0044150110
4078,1,0,8173,2.0041687102
4079,1,0,8174,2.0039225300
4080,1,0,8175,2.0036764706
4081,1,0,8176,2.0034305317
4082,1,0,8177,2.0031847134
4083,1,0,8178,2.0029390154
4084,1,0,8179,2.0026934378
4085,1,0,8180,2.0024479804
4086,1,0,8181,2.0022026432
4087,1,0,8182,2.0019574260
4088,1,0,8183,2.0017123288
4089,1,0,8184,2.0014673514
4090,1,0,8185,2.0012224939
4091,1,0,8186,2.0009777560
4092,1,0,8187,2.0007331378
4093,1,0,8188,2.0004886391
4094,1,0,8189,2.0002442599
4095,1,0,8190,2.0000000000
4096,1,0,8191,1.9997558594
4097,1,4096,12288,2.9992677569
4098,1,0,12289,2.9987798926
4099,1,0,12290,2.9982922664
4100,1,0,12291,2.9978048780
4101,1,0,12292,2.9973177274
4102,1,0,12293,2.9968308142
4103,1,0,12294,2.9963441384
4104,1,0,12295,2.9958576998
4105,1,0,12296,2.9953714982
4106,1,0,12297,2.9948855334
4107,1,0,12298,2.9943998052
4108,1,0,12299,2.9939143135
4109,1,0,12300,2.9934290582
4110,1,0,12301,2.9929440389
4111,1,0,12302,2.9924592557
4112,1,0,12303,2.9919747082
4113,1,0,12304,2.9914903963
4114,1,0,12305,2.9910063199
4115,1,0,12306,2.9905224787
4116,1,0,12307,2.9900388727
4117,1,0,12308,2.9895555016
4118,1,0,12309,2.9890723652
4119,1,0,12310,2.9885894635
4120,1,0,12311,2.9881067961
4121,1,0,12312,2.9876243630
4122,1,0,12313,2.9871421640
4123,1,0,12314,2.9866601989
4124,1,0,12315,2.9861784675
4125,1,0,12316,2.9856969697
4126,1,0,12317,2.9852157053
4127,1,0,12318,2.9847346741
4128,1,0,12319,2.9842538760
4129,1,0,12320,2.9837733107
4130,1,0,12321,2.9832929782
4131,1,0,12322,2.9828128782
4132,1,0,12323,2.9823330106
4133,1,0,12324,2.9818533753
4134,1,0,12325,2.9813739719
4135,1,0,12326,2.9808948005
4136,1,0,12327,2.9804158607
4137,1,0,12328,2.9799371525
4138,1,0,12329,2.9794586757
4139,1,0,12330,2.9789804301
4140,1,0,12331,2.9785024155
4141,1,0,12332,2.9780246317
4142,1,0,12333,2.9775470787
4143,1,0,12334,2.9770697562
4144,1,0,12335,2.9765926641
4145,1,0,12336,2.9761158022
4146,1,0,12337,2.9756391703
4147,1,0,12338,2.9751627683
4148,1,0,12339,2.9746865959
4149,1,0,12340,2.9742106532
4150,1,0,12341,2.9737349398
4151,1,0,12342,2.9732594556
4152,1,0,12343,2.9727842004
4153,1,0,12344,2.9723091741
4154,1,0,12345,2.9718343765
4155,1,0,12346,2.9713598075
4156,1,0,12347,2.9708854668
4157,1,0,12348,2.9704113543
4158,1,0,12349,2.9699374699
4159,1,0,12350,2.9694638134
4160,1,0,12351,2.9689903846
4161,1,0,12352,2.9685171834
4162,1,0,12353,2.9680442095
4163,1,0,12354,2.9675714629
4164,1,0,12355,2.9670989433
4165,1,0,12356,2.9666266507
4166,1,0,12357,2.9661545847
4167,1,0,12358,2.9656827454
4168,1,0,12359,2.9652111324
4169,1,0,12360,2.9647397457
4170,1,0,12361,2.9642685851
4171,1,0,12362,2.9637976504
4172,1,0,12363,2.9633269415
4173,1,0,12364,2.9628564582
4174,1,0,12365,2.9623862003
4175,1,0,12366,2.9619161677
4176,1,0,12367,2.9614463602
4177,1,0,12368,2.9609767776
4178,1,0,12369,2.9605074198
4179,1,0,12370,2.9600382867
4180,1,0,12371,2.9595693780
4181,1,0,12372,2.9591006936
4182,1,0,12373,2.9586322334
4183,1,0,12374,2.9581639971
4184,1,0,12375,2.9576959847
4185,1,0,12376,2.9572281959
4186,1,0,12377,2.9567606307
4187,1,0,12378,2.9562932888
4188,1,0,12379,2.9558261700
4189,1,0,12380,2.9553592743
4190,1,0,12381,2.9548926014
4191,1,0,12382,2.9544261513
4192,1,0,12383,2.9539599237
4193,1,0,12384,2.9534939184
4194,1,0,12385,2.9530281354
4195,1,0,12386,2.9525625745
4196,1,0,12387,2.9520972355
4197,1,0,12388,2.9516321182
4198,1,0,12389,2.9511672225
4199,1,0,12390,2.9507025482
4200,1,0,12391,2.9502380952
4201,1,0,12392,2.9497738634
4202,1,0,12393,2.9493098525
4203,1,0,12394,2.9488460623
4204,1,0,12395,2.9483824929
4205,1,0,12396,2.9479191439
4206,1,0,12397,2.9474560152
4207,1,0,12398,2.9469931067
4208,1,0,12399,2.9465304183
4209,1,0,12400,2.9460679496
4210,1,0,12401,2.9456057007
4211,1,0,12402,2.9451436713
4212,1,0,12403,2.9446818613
4213,1,0,12404,2.9442202706
4214,1,0,12405,2.9437588989
4215,1,0,12406,2.9432977461
4216,1,0,12407,2.9428368121
4217,1,0,12408,2.9423760968
4218,1,0,12409,2.9419155998
4219,1,0,12410,2.9414553212
4220,1,0,12411,2.9409952607
4221,1,0,12412,2.9405354181
4222,1,0,12413,2.9400757935
4223,1,0,12414,2.9396163865
4224,1,0,12415,2.9391571970
4225,1,0,12416,2.9386982249
4226,1,0,12417,2.9382394699
4227,1,0,12418,2.9377809321
4228,1,0,12419,2.9373226112
4229,1,0,12420,2.9368645070
4230,1,0,12421,2.9364066194
4231,1,0,12422,2.9359489482
4232,1,0,12423,2.9354914934
4233,1,0,12424,2.9350342547
4234,1,0,12425,2.9345772319
4235,1,0,12426,2.9341204250
4236,1,0,12427,2.9336638338
4237,1,0,12428,2.9332074581
4238,1,0,12429,2.9327512978
4239,1,0,12430,2.9322953527
4240,1,0,12431,2.9318396226
4241,1,0,12432,2.9313841075
4242,1,0,12433,2.9309288072
4243,1,0,12434,2.9304737214
4244,1,0,12435,2.9300188501
4245,1,0,12436,2.9295641932
4246,1,0,12437,2.9291097504
4247,1,0,12438,2.9286555215
4248,1,0,12439,2.9282015066
4249,1,0,12440,2.9277477053
4250,1,0,12441,2.9272941176
4251,1,0,12442,2.9268407434
4252,1,0,12443,2.9263875823
4253,1,0,12444,2.9259346344
4254,1,0,12445,2.9254818994
4255,1,0,12446,2.9250293772
4256,1,0,12447,2.9245770677
4257,1,0,12448,2.9241249706
4258,1,0,12449,2.9236730860
4259,1,0,12450,2.9232214135
4260,1,0,12451,2.9227699531
4261,1,0,12452,2.9223187045
4262,1,0,12453,2.9218676678
4263,1,0,12454,2.9214168426
4264,1,0,12455,2.9209662289
4265,1,0,12456,2.9205158265
4266,1,0,12457,2.9200656353
4267,1,0,12458,2.9196156550
4268,1,0,12459,2.9191658857
4269,1,0,12460,2.9187163270
4270,1,0,12461,2.9182669789
4271,1,0,12462,2.9178178413
4272,1,0,12463,2.9173689139
4273,1,0,12464,2.9169201966
4274,1,0,12465,2.9164716893
4275,1,0,12466,2.9160233918
4276,1,0,12467,2.9155753040
4277,1,0,12468,2.9151274258
4278,1,0,12469,2.9146797569
4279,1,0,12470,2.9142322973
4280,1,0,12471,2.9137850467
4281,1,0,12472,2.9133380051
4282,1,0,12473,2.9128911723
4283,1,0,12474,2.9124445482
4284,1,0,12475,2.9119981326
4285,1,0,12476,2.9115519253
4286,1,0,12477,2.9111059263
4287,1,0,12478,2.9106601353
4288,1,0,12479,2.9102145522
4289,1,0,12480,2.9097691770
4290,1,0,12481,2.9093240093
4291,1,0,12482,2.9088790492
4292,1,0,12483,2.9084342964
4293,1,0,12484,2.9079897508
4294,1,0,12485,2.9075454122
4295,1,0,12486,2.9071012806
4296,1,0,12487,2.9066573557
4297,1,0,12488,2.9062136374
4298,1,0,12489,2.9057701256
4299,1,0,12490,2.9053268202
4300,1,0,12491,2.9048837209
4301,1,0,12492,2.9044408277
4302,1,0,12493,2.9039981404
4303,1,0,12494,2.9035556588
4304,1,0,12495,2.9031133829
4305,1,0,12496,2.9026713124
4306,1,0,12497,2.9022294473
4307,1,0,12498,2.9017877873
4308,1,0,12499,2.9013463324
4309,1,0,12500,2.9009050824
4310,1,0,12501,2.9004640371
4311,1,0,12502,2.9000231965
4312,1,0,12503,2.8995825603
4313,1,0,12504,2.8991421284
4314,1,0,12505,2.8987019008
4315,1,0,12506,2.8982618772
4316,1,0,12507,2.8978220575
4317,1,0,12508,2.8973824415
4318,1,0,12509,2.8969430292
4319,1,0,12510,2.8965038203
4320,1,0,12511,2.8960648148
4321,1,0,12512,2.8956260125
4322,1,0,12513,2.8951874132
4323,1,0,12514,2.8947490169
4324,1,0,12515,2.8943108233
4325,1,0,12516,2.8938728324
4326,1,0,12517,2.8934350439
4327,1,0,12518,2.8929974578
4328,1,0,12519,2.8925600739
4329,1,0,12520,2.8921228921
4330,1,0,12521,2.8916859122
4331,1,0,12522,2.8912491341
4332,1,0,12523,2.8908125577
4333,1,0,12524,2.8903761828
4334,1,0,12525,2.8899400092
4335,1,0,12526,2.8895040369
4336,1,0,12527,2.8890682657
4337,1,0,12528,2.8886326954
4338,1,0,12529,2.8881973260
4339,1,0,12530,2.8877621572
4340,1,0,12531,2.8873271889
4341,1,0,12532,2.8868924211
4342,1,0,12533,2.8864578535
4343,1,0,12534,2.8860234861
4344,1,0,12535,2.8855893186
4345,1,0,12536,2.8851553510
4346,1,0,12537,2.8847215831
4347,1,0,12538,2.8842880147
4348,1,0,12539,2.8838546458
4349,1,0,12540,2.8834214762
4350,1,0,12541,2.8829885057
4351,1,0,12542,2.8825557343
4352,1,0,12543,2.8821231618
4353,1,0,12544,2.8816907880
4354,1,0,12545,2.8812586128
4355,1,0,12546,2.8808266361
4356,1,0,12547,2.8803948577
4357,1,0,12548,2.8799632775
4358,1,0,12549,2.8795318954
4359,1,0,12550,2.8791007112
4360,1,0,12551,2.8786697248
4361,1,0,12552,2.8782389360
4362,1,0,12553,2.8778083448
4363,1,0,12554,2.8773779510
4364,1,0,12555,2.8769477544
4365,1,0,12556,2.8765177549
4366,1,0,12557,2.8760879524
4367,1,0,12558,2.8756583467
4368,1,0,12559,2.8752289377
4369,1,0,12560,2.8747997253
4370,1,0,12561,2.8743707094
4371,1,0,12562,2.8739418897
4372,1,0,12563,2.8735132662
4373,1,0,12564,2.8730848388
4374,1,0,12565,2.8726566072
4375,1,0,12566,2.8722285714
4376,1,0,12567,2.8718007313
4377,1,0,12568,2.8713730866
4378,1,0,12569,2.8709456373
4379,1,0,12570,2.8705183832
4380,1,0,12571,2.8700913242
4381,1,0,12572,2.8696644602
4382,1,0,12573,2.8692377910
4383,1,0,12574,2.8688113164
4384,1,0,12575,2.8683850365
4385,1,0,12576,2.8679589510
4386,1,0,12577,2.8675330597
4387,1,0,12578,2.8671073627
4388,1,0,12579,2.8666818596
4389,1,0,12580,2.8662565505
4390,1,0,12581,2.8658314351
4391,1,0,12582,2.8654065133
4392,1,0,12583,2.8649817851
4393,1,0,12584,2.8645572502
4394,1,0,12585,2.8641329085
4395,1,0,12586,2.8637087600
4396,1,0,12587,2.8632848044
4397,1,0,12588,2.8628610416
4398,1,0,12589,2.8624374716
4399,1,0,12590,2.8620140941
4400,1,0,12591,2.8615909091
4401,1,0,12592,2.8611679164
4402,1,0,12593,2.8607451159
4403,1,0,12594,2.8603225074
4404,1,0,12595,2.8599000908
4405,1,0,12596,2.8594778661
4406,1,0,12597,2.8590558330
4407,1,0,12598,2.8586339914
4408,1,0,12599,2.8582123412
4409,1,0,12600,2.8577908823
4410,1,0,12601,2.8573696145
4411,1,0,12602,2.8569485377
4412,1,0,12603,2.8565276519
4413,1,0,12604,2.8561069567
4414,1,0,12605,2.8556864522
4415,1,0,12606,2.8552661382
4416,1,0,12607,2.8548460145
4417,1,0,12608,2.8544260811
4418,1,0,12609,2.8540063377
4419,1,0,12610,2.8535867843
4420,1,0,12611,2.8531674208
4421,1,0,12612,2.8527482470
4422,1,0,12613,2.8523292628
4423,1,0,12614,2.8519104680
4424,1,0,12615,2.8514918626
4425,1,0,12616,2.8510734463
4426,1,0,12617,2.8506552192
4427,1,0,12618,2.8502371809
4428,1,0,12619,2.8498193315
4429,1,0,12620,2.8494016708
4430,1,0,12621,2.8489841986
4431,1,0,12622,2.8485669149
4432,1,0,12623,2.8481498195
4433,1,0,12624,2.8477329122
4434,1,0,12625,2.8473161931
4435,1,0,12626,2.8468996618
4436,1,0,12627,2.8464833183
4437,1,0,12628,2.8460671625
4438,1,0,12629,2.8456511942
4439,1,0,12630,2.8452354134
4440,1,0,12631,2.8448198198
4441,1,0,12632,2.8444044134
4442,1,0,12633,2.8439891941
4443,1,0,12634,2.8435741616
4444,1,0,12635,2.8431593159
4445,1,0,12636,2.8427446569
4446,1,0,12637,2.8423301844
4447,1,0,12638,2.8419158984
4448,1,0,12639,2.8415017986
4449,1,0,12640,2.8410878849
4450,1,0,12641,2.8406741573
4451,1,0,12642,2.8402606156
4452,1,0,12643,2.8398472597
4453,1,0,12644,2.8394340894
4454,1,0,12645,2.8390211046
4455,1,0,12646,2.8386083053
4456,1,0,12647,2.8381956912
4457,1,0,12648,2.8377832623
4458,1,0,12649,2.8373710184
4459,1,0,12650,2.8369589594
4460,1,0,12651,2.8365470852
4461,1,0,12652,2.8361353957
4462,1,0,12653,2.8357238906
4463,1,0,12654,2.8353125700
4464,1,0,12655,2.8349014337
4465,1,0,12656,2.8344904815
4466,1,0,12657,2.8340797134
4467,1,0,12658,2.8336691292
4468,1,0,12659,2.8332587287
4469,1,0,12660,2.8328485120
4470,1,0,12661,2.8324384787
4471,1,0,12662,2.8320286289
4472,1,0,12663,2.8316189624
4473,1,0,12664,2.8312094791
4474,1,0,12665,2.8308001788
4475,1,0,12666,2.8303910615
4476,1,0,12667,2.8299821269
4477,1,0,12668,2.8295733750
4478,1,0,12669,2.8291648057
4479,1,0,12670,2.8287564188
4480,1,0,12671,2.8283482143
4481,1,0,12672,2.8279401919
4482,1,0,12673,2.8275323516
4483,1,0,12674,2.8271246933
4484,1,0,12675,2.8267172168
4485,1,0,12676,2.8263099220
4486,1,0,12677,2.8259028087
4487,1,0,12678,2.8254958770
4488,1,0,12679,2.8250891266
4489,1,0,12680,2.8246825574
4490,1,0,12681,2.8242761693
4491,1,0,12682,2.8238699621
4492,1,0,12683,2.8234639359
4493,1,0,12684,2.8230580904
4494,1,0,12685,2.8226524255
